Abutilon abutiloides (Jacq.) Garcke ex Hochr.
Abutilon americanum (L.) Sweet
Abutilon jacquinii G. Don
Abutilon lignosum (Cav.) G. Don
Abietinella abietina (Hedw.) Fleisch.
Hypnum abietinum Hedw.
Thuidium abietinum (Hedw.) Schimp.
Abronia alpina Brandegee
Abies alba Mill.
Abies amabilis (Douglas ex Loudon) Douglas ex Forbes
Abronia ameliae Lundell
Abronia ammophila Greene
Abronia fendleri Standl.
Abronia angustifolia Greene
Abronia angustifolia Greene var. arizonica (Standl.) Kearney & Peebles
Abronia torreyi Standl.
Abronia argillosa S.L. Welsh & Goodrich
Abutilon auritum (Wall. ex Link) Sweet
Abies balsamea (L.) Mill.
Abies balsamea (L.) Mill. var. balsamea
Pinus balsamea L.
Abies balsamea (L.) Mill. var. phanerolepis Fernald
Abies ×phanerolepis (Fernald) Liu
Abutilon berlandieri A. Gray ex S. Watson
Abutilon californicum auct. non Benth.
Abrothallus bertianus De Not.
Abronia bigelovii Heimerl
"Abronia bolackii N.D. Atwood, S.L. Welsh & K.D. Heil"
Abies bracteata (D. Don) D. Don ex Poit.
Abies venusta (Douglas) K. Koch
Abrothallus bryoriarum Hafellner
Abronia carletonii J.M. Coult. & Fisher
Abrothallus cetrariae Kotte
Abrothallus cladoniae R. Sant. & D. Hawksw.
Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.
Abies concolor (Gord. & Glend.) Lindl. ex Hildebr. var. concolor
Abronia elliptica A. Nelson
Abronia fragrans Nutt. ex Hook. var. elliptica (A. Nelson) M.E. Jones
Abronia pumila Rydb.
Abronia ramosa Standl.
Abronia salsa Rydb.
Abelia R. Br.
Abelmoschus Medik.
Abutilon eremitopetalum Caum
Abelmoschus esculentus (L.) Moench
Hibiscus esculentus L.
Abies firma Siebold & Zucc.
Abies fraseri (Pursh) Poir.
Pinus fraseri Pursh
Abronia fragrans Nutt. ex Hook.
Abronia fragrans Nutt. ex Hook. var. glaucescens A. Nelson
Abutilon glabriflorum Hochr. [excluded]
Abies grandis (Douglas ex D. Don) Lindl.
Abies grandis (Douglas ex D. Don) Lindl. var. grandis 
Abies grandis (Douglas ex D. Don) Lindl. var. idahoensis Silba
Abies grandis (Douglas ex D. Don) Lindl. ssp. idahoensis (Silba) Silba
Abies grandis (Douglas ex D. Don) Lindl. f. johnsonii O.V. Matthews
Abronia gracilis Benth.
Abutilon grandifolium (Willd.) Sweet
Abelia ×grandiflora (Rovelli ex André) Rehder
Abies guatemalensis Rehder
Abutilon hirtum (Lam.) Sweet
Abies homolepis Siebold & Zucc.
Abutilon hulseanum (Torr. & A. Gray) Torr. ex A. Gray
Abutilon commutatum auct. non K. Schum.
Abutilon pauciflorum Sweet
Abutilon hypoleucum A. Gray
Abies Mill.
Abietinella Müll. Hal.
Abildgaardia Vahl
Abutilon incanum (Link) Sweet
Abutilon incanum (Link) Sweet ssp. incanum
Abutilon incanum (Link) Sweet ssp. pringlei (Hochr.) Felger & Lowe
Abutilon pringlei Hochr.
Abronia insularis Standl.
Abutilon indicum (L.) Sweet
Abutilon indicum (L.) Sweet ssp. albescens (Miq.) Borss. Waalk.
Abutilon asiaticum (L.) Sweet var. albescens (Miq.) Fosberg
Abies lasiocarpa (Hook.) Nutt.
Abronia latifolia Eschsch.
Abies lasiocarpa (Hook.) Nutt. var. arizonica (Merriam) Lemmon
Abies arizonica Merriam
Abies lasiocarpa (Hook.) Nutt. var. lasiocarpa
Abies balsamea (L.) Mill. var. fallax (Engelm.) B. Boivin
Abies balsamea (L.) Mill. ssp. lasiocarpa (Hook.) B. Boivin
Abies bifolia A. Murray bis
Abies lasiocarpa (Hook.) Nutt. ssp. bifolia (A. Murray bis) Silba
Abies lasiocarpa (Hook.) Nutt. var. bifolia (A. Murray bis) Eckenw.
Abies subalpina Engelmann
Abies lowiana (Gordon & Glend.) A. Murray bis
Abies concolor (Gord. & Glend.) Lindl. ex Hildebr. var. lowiana (Gord. & Glend.) Lemmon
Abies magnifica A. Murray bis
